Paro registrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paro registrado en la Ciudad de Madrid (desde mayo de 2005);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Características;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.2.1. Paro registrado por Distrito, Grupo de edad y Sexo por Mes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Total;Total;Total;16 a 19 años;16 a 19 años;16 a 19 años;20 a 24 años;20 a 24 años;20 a 24 años;25 a 29 años;25 a 29 años;25 a 29 años;30 a 34 años;30 a 34 años;30 a 34 años;35 a 39 años;35 a 39 años;35 a 39 años;40 a 44 años;40 a 44 años;40 a 44 años;45 a 49 años;45 a 49 años;45 a 49 años;50 a 54 años;50 a 54 años;50 a 54 años;55 a 59 años;55 a 59 años;55 a 59 años;60 y más años;60 y más años;60 y más años
2020;Agosto;18. Villa de Vallecas;8.767;3.577;5.190;250;145;105;605;279;326;878;371;507;968;373;595;1.058;405;653;1.223;458;765;1.089;424;665;958;394;564;914;381;533;824;347;477
2020;Agosto;19. Vicálvaro;5.344;2.263;3.081;141;71;70;417;204;213;528;240;288;499;200;299;502;193;309;608;238;370;745;288;457;707;300;407;694;301;393;503;228;275
2020;Agosto;20. San Blas-Canillejas;10.832;4.672;6.160;237;133;104;649;329;320;1.040;443;597;999;381;618;1.067;441;626;1.121;481;640;1.277;537;740;1.469;613;856;1.618;717;901;1.355;597;758
2020;Agosto;21. Barajas;2.440;1.042;1.398;31;21;10;114;58;56;238;105;133;244;89;155;244;99;145;309;120;189;336;146;190;286;129;157;349;152;197;289;123;166
2020;Septiembre;Ciudad de Madrid;206.575;90.636;115.939;4.037;2.184;1.853;12.857;6.272;6.585;20.783;9.341;11.442;21.055;8.818;12.237;22.314;9.168;13.146;23.663;9.994;13.669;24.870;10.778;14.092;25.899;11.515;14.384;27.532;12.150;15.382;23.565;10.416;13.149
2020;Septiembre;01. Centro;10.308;5.355;4.953;77;40;37;368;190;178;1.052;489;563;1.260;642;618;1.348;664;684;1.304;684;620;1.379;730;649;1.236;696;540;1.232;657;575;1.052;563;489
2020;Septiembre;02. Arganzuela;8.430;3.770;4.660;84;45;39;417;220;197;873;402;471;916;400;516;986;430;556;1.017;435;582;959;426;533;990;426;564;1.162;520;642;1.026;466;560
2020;Septiembre;03. Retiro;4.976;2.186;2.790;39;17;22;201;98;103;541;255;286;554;254;300;519;220;299;561;245;316;565;237;328;649;290;359;719;315;404;628;255;373
2020;Septiembre;04. Salamanca;6.032;2.537;3.495;41;24;17;246;124;122;660;286;374;671;289;382;646;267;379;616;263;353;655;269;386;741;311;430;892;363;529;864;341;523
2020;Septiembre;05. Chamartín;5.820;2.537;3.283;55;35;20;210;96;114;534;250;284;586;264;322;584;228;356;605;244;361;733;324;409;770;341;429;962;408;554;781;347;434
2020;Septiembre;06. Tetuán;10.224;4.533;5.691;168;84;84;575;283;292;1.079;476;603;1.124;457;667;1.125;438;687;1.142;509;633;1.213;557;656;1.299;604;695;1.339;599;740;1.160;526;634
2020;Septiembre;07. Chamberí;5.870;2.490;3.380;45;16;29;250;102;148;737;336;401;692;316;376;680;271;409;619;248;371;666;284;382;654;270;384;850;375;475;677;272;405
2020;Septiembre;08. Fuencarral-El Pardo;10.738;4.598;6.140;152;95;57;520;257;263;993;440;553;1.043;458;585;1.151;458;693;1.363;560;803;1.446;606;840;1.350;589;761;1.445;605;840;1.275;530;745
2020;Septiembre;09. Moncloa-Aravaca;5.141;2.248;2.893;70;44;26;271;136;135;577;227;350;512;228;284;512;201;311;549;240;309;557;250;307;694;296;398;742;342;400;657;284;373
2020;Septiembre;10. Latina;16.351;7.233;9.118;316;163;153;1.074;524;550;1.624;780;844;1.645;681;964;1.797;747;1.050;1.838;777;1.061;2.007;864;1.143;2.162;994;1.168;2.066;905;1.161;1.822;798;1.024
2020;Septiembre;11. Carabanchel;20.057;8.777;11.280;473;241;232;1.483;691;792;1.988;896;1.092;1.979;849;1.130;2.195;872;1.323;2.469;1.018;1.451;2.506;1.081;1.425;2.491;1.124;1.367;2.437;1.085;1.352;2.036;920;1.116
2020;Septiembre;12. Usera;11.816;5.137;6.679;320;174;146;991;458;533;1.139;506;633;1.214;465;749;1.275;505;770;1.357;586;771;1.516;646;870;1.490;673;817;1.356;609;747;1.158;515;643
2020;Septiembre;13. Puente de Vallecas;21.324;9.615;11.709;568;317;251;1.688;815;873;2.212;982;1.230;2.214;937;1.277;2.292;964;1.328;2.416;1.069;1.347;2.310;1.066;1.244;2.524;1.143;1.381;2.791;1.247;1.544;2.309;1.075;1.234
2020;Septiembre;14. Moratalaz;6.082;2.633;3.449;154;75;79;409;216;193;626;288;338;550;225;325;582;259;323;596;238;358;716;296;420;786;351;435;873;369;504;790;316;474
2020;Septiembre;15. Ciudad Lineal;13.040;5.608;7.432;204;117;87;715;350;365;1.249;562;687;1.257;511;746;1.380;560;820;1.355;556;799;1.446;625;821;1.715;720;995;1.997;896;1.101;1.722;711;1.011
2020;Septiembre;16. Hortaleza;9.854;4.128;5.726;165;98;67;520;274;246;893;403;490;886;335;551;1.018;423;595;1.127;426;701;1.280;500;780;1.270;532;738;1.455;580;875;1.240;557;683
2020;Septiembre;17. Villaverde;13.510;5.764;7.746;410;215;195;1.051;507;544;1.426;618;808;1.327;489;838;1.454;548;906;1.574;662;912;1.559;649;910;1.697;730;967;1.640;713;927;1.372;633;739
2020;Septiembre;18. Villa de Vallecas;8.580;3.524;5.056;245;139;106;606;290;316;844;354;490;946;374;572;1.015;388;627;1.180;441;739;1.072;426;646;956;390;566;912;382;530;804;340;464
2020;Septiembre;19. Vicálvaro;5.345;2.300;3.045;153;76;77;445;225;220;536;259;277;490;206;284;493;200;293;594;223;371;709;276;433;708;292;416;692;308;384;525;235;290
2020;Septiembre;20. San Blas-Canillejas;10.702;4.645;6.057;267;148;119;689;347;342;983;435;548;974;365;609;1.006;415;591;1.091;458;633;1.246;524;722;1.451;625;826;1.622;725;897;1.373;603;770
2020;Septiembre;21. Barajas;2.375;1.018;1.357;31;21;10;128;69;59;217;97;120;215;73;142;256;110;146;290;112;178;330;142;188;266;118;148;348;147;201;294;129;165
2020;Octubre;Ciudad de Madrid;209.684;92.309;117.375;4.219;2.288;1.931;13.672;6.664;7.008;20.908;9.491;11.417;21.177;8.941;12.236;22.493;9.253;13.240;23.930;10.070;13.860;25.296;10.984;14.312;26.274;11.727;14.547;27.922;12.366;15.556;23.793;10.525;13.268
2020;Octubre;01. Centro;10.342;5.385;4.957;85;43;42;387;184;203;1.046;502;544;1.287;658;629;1.325;673;652;1.308;670;638;1.363;734;629;1.244;705;539;1.225;645;580;1.072;571;501
2020;Octubre;02. Arganzuela;8.478;3.836;4.642;86;44;42;457;235;222;888;408;480;874;402;472;986;437;549;993;428;565;982;448;534;1.000;434;566;1.187;531;656;1.025;469;556
2020;Octubre;03. Retiro;4.958;2.181;2.777;46;21;25;208;98;110;538;254;284;526;243;283;529;224;305;559;243;316;558;234;324;641;288;353;718;314;404;635;262;373
2020;Octubre;04. Salamanca;5.992;2.506;3.486;50;29;21;252;120;132;655;269;386;635;274;361;641;271;370;598;249;349;662;279;383;747;309;438;897;367;530;855;339;516
2020;Octubre;05. Chamartín;5.881;2.572;3.309;59;42;17;221;115;106;516;244;272;598;263;335;628;241;387;619;257;362;717;312;405;779;345;434;966;409;557;778;344;434
2020;Octubre;06. Tetuán;10.363;4.595;5.768;190;96;94;624;312;312;1.082;471;611;1.111;465;646;1.125;445;680;1.150;497;653;1.246;575;671;1.309;601;708;1.358;609;749;1.168;524;644
2020;Octubre;07. Chamberí;5.993;2.589;3.404;48;20;28;258;117;141;736;339;397;737;340;397;666;268;398;636;270;366;680;289;391;684;287;397;860;380;480;688;279;409
2020;Octubre;08. Fuencarral-El Pardo;10.930;4.727;6.203;169;110;59;569;285;284;1.024;463;561;1.037;455;582;1.177;476;701;1.383;574;809;1.461;613;848;1.361;602;759;1.454;618;836;1.295;531;764
2020;Octubre;09. Moncloa-Aravaca;5.264;2.326;2.938;58;37;21;303;139;164;594;257;337;522;230;292;514;205;309;563;242;321;588;261;327;687;297;390;764;363;401;671;295;376
2020;Octubre;10. Latina;16.600;7.350;9.250;329;167;162;1.153;564;589;1.599;759;840;1.661;703;958;1.804;737;1.067;1.875;790;1.085;2.034;886;1.148;2.201;1.020;1.181;2.095;905;1.190;1.849;819;1.030
2020;Octubre;11. Carabanchel;20.419;8.956;11.463;479;257;222;1.555;725;830;2.062;922;1.140;2.024;865;1.159;2.194;865;1.329;2.478;1.033;1.445;2.573;1.106;1.467;2.547;1.163;1.384;2.453;1.090;1.363;2.054;930;1.124
2020;Octubre;12. Usera;12.133;5.298;6.835;345;185;160;1.047;482;565;1.173;539;634;1.228;475;753;1.296;520;776;1.393;608;785;1.562;670;892;1.515;674;841;1.409;622;787;1.165;523;642
2020;Octubre;13. Puente de Vallecas;21.791;9.837;11.954;577;319;258;1.764;852;912;2.225;1.005;1.220;2.282;973;1.309;2.324;970;1.354;2.449;1.068;1.381;2.381;1.088;1.293;2.584;1.173;1.411;2.865;1.300;1.565;2.340;1.089;1.251
2020;Octubre;14. Moratalaz;6.136;2.673;3.463;153;78;75;422;218;204;624;285;339;534;220;314;589;258;331;603;240;363;729;305;424;784;357;427;892;383;509;806;329;477
2020;Octubre;15. Ciudad Lineal;13.129;5.695;7.434;204;118;86;743;364;379;1.254;591;663;1.229;506;723;1.357;546;811;1.372;570;802;1.478;641;837;1.762;746;1.016;2.016;908;1.108;1.714;705;1.009
2020;Octubre;16. Hortaleza;9.926;4.186;5.740;180;108;72;538;280;258;887;415;472;872;333;539;1.005;410;595;1.135;422;713;1.287;515;772;1.305;545;760;1.464;596;868;1.253;562;691
2020;Octubre;17. Villaverde;13.812;5.889;7.923;429;224;205;1.124;546;578;1.434;618;816;1.359;494;865;1.489;563;926;1.607;665;942;1.602;667;935;1.709;736;973;1.673;735;938;1.386;641;745
2020;Octubre;18. Villa de Vallecas;8.757;3.614;5.143;258;145;113;658;316;342;826;349;477;932;380;552;1.035;398;637;1.219;455;764;1.104;444;660;962;393;569;936;396;540;827;338;489
2020;Octubre;19. Vicálvaro;5.470;2.321;3.149;159;76;83;499;245;254;538;256;282;493;206;287;509;206;303;593;228;365;722;258;464;727;299;428;707;315;392;523;232;291
2020;Octubre;20. San Blas-Canillejas;10.874;4.723;6.151;279;147;132;758;395;363;987;444;543;1.006;375;631;1.028;427;601;1.099;450;649;1.236;512;724;1.452;629;823;1.625;726;899;1.404;618;786
2020;Octubre;21. Barajas;2.436;1.050;1.386;36;22;14;132;72;60;220;101;119;230;81;149;272;113;159;298;111;187;331;147;184;274;124;150;358;154;204;285;125;160
2020;Noviembre;Ciudad de Madrid;209.851;92.435;117.416;4.243;2.313;1.930;13.883;6.767;7.116;20.653;9.424;11.229;20.942;8.871;12.071;22.404;9.185;13.219;24.006;10.075;13.931;25.236;10.944;14.292;26.504;11.902;14.602;27.994;12.347;15.647;23.986;10.607;13.379
2020;Noviembre;01. Centro;10.280;5.369;4.911;90;48;42;378;183;195;1.079;518;561;1.249;642;607;1.278;666;612;1.305;664;641;1.344;725;619;1.275;722;553;1.217;635;582;1.065;566;499
2020;Noviembre;02. Arganzuela;8.423;3.803;4.620;91;46;45;475;229;246;845;391;454;869;391;478;991;437;554;993;436;557;959;445;514;994;441;553;1.177;519;658;1.029;468;561
2020;Noviembre;03. Retiro;4.890;2.137;2.753;47;23;24;198;92;106;504;240;264;523;239;284;514;207;307;539;232;307;551;231;320;656;298;358;721;309;412;637;266;371
2020;Noviembre;04. Salamanca;5.991;2.499;3.492;53;29;24;248;124;124;650;272;378;633;272;361;628;258;370;601;246;355;671;281;390;736;306;430;918;374;544;853;337;516
2020;Noviembre;05. Chamartín;5.856;2.548;3.308;54;38;16;228;118;110;524;261;263;559;247;312;615;231;384;631;259;372;725;319;406;778;338;440;953;397;556;789;340;449
2020;Noviembre;06. Tetuán;10.393;4.624;5.769;194;103;91;634;325;309;1.073;481;592;1.107;466;641;1.139;455;684;1.155;490;665;1.227;565;662;1.342;612;730;1.349;605;744;1.173;522;651
2020;Noviembre;07. Chamberí;5.963;2.595;3.368;49;23;26;263;126;137;687;332;355;693;314;379;679;272;407;655;272;383;692;307;385;686;285;401;862;384;478;697;280;417
2020;Noviembre;08. Fuencarral-El Pardo;10.881;4.684;6.197;166;110;56;577;285;292;986;449;537;1.008;432;576;1.142;453;689;1.420;583;837;1.464;624;840;1.354;590;764;1.458;623;835;1.306;535;771
2020;Noviembre;09. Moncloa-Aravaca;5.238;2.311;2.927;60;36;24;307;147;160;571;251;320;552;247;305;491;187;304;557;236;321;581;252;329;689;308;381;753;354;399;677;293;384
2020;Noviembre;10. Latina;16.624;7.382;9.242;341;182;159;1.160;573;587;1.562;708;854;1.623;702;921;1.792;727;1.065;1.907;820;1.087;2.031;880;1.151;2.212;1.031;1.181;2.125;936;1.189;1.871;823;1.048
2020;Noviembre;11. Carabanchel;20.403;8.989;11.414;470;248;222;1.560;723;837;2.042;926;1.116;1.962;846;1.116;2.248;904;1.344;2.483;1.050;1.433;2.554;1.093;1.461;2.563;1.168;1.395;2.473;1.098;1.375;2.048;933;1.115
2020;Noviembre;12. Usera;12.239;5.356;6.883;343;179;164;1.057;486;571;1.175;542;633;1.245;487;758;1.298;502;796;1.387;606;781;1.570;682;888;1.538;696;842;1.424;626;798;1.202;550;652
2020;Noviembre;13. Puente de Vallecas;22.041;9.925;12.116;583;325;258;1.814;867;947;2.259;1.025;1.234;2.261;943;1.318;2.328;974;1.354;2.466;1.058;1.408;2.410;1.100;1.310;2.657;1.217;1.440;2.889;1.310;1.579;2.374;1.106;1.268
2020;Noviembre;14. Moratalaz;6.079;2.673;3.406;155;81;74;440;216;224;595;274;321;519;230;289;575;261;314;596;228;368;726;304;422;783;366;417;884;385;499;806;328;478
2020;Noviembre;15. Ciudad Lineal;13.167;5.753;7.414;212;118;94;755;380;375;1.263;588;675;1.250;532;718;1.361;559;802;1.363;577;786;1.472;625;847;1.759;761;998;1.998;899;1.099;1.734;714;1.020
2020;Noviembre;16. Hortaleza;9.865;4.146;5.719;183;111;72;542;286;256;864;384;480;875;341;534;977;397;580;1.126;413;713;1.283;510;773;1.300;551;749;1.474;598;876;1.241;555;686
2020;Noviembre;17. Villaverde;13.926;5.929;7.997;413;213;200;1.190;580;610;1.419;620;799;1.382;507;875;1.491;573;918;1.638;666;972;1.582;647;935;1.729;744;985;1.679;733;946;1.403;646;757
2020;Noviembre;18. Villa de Vallecas;8.791;3.637;5.154;259;148;111;683;330;353;820;342;478;938;381;557;1.032;384;648;1.208;466;742;1.104;440;664;978;406;572;946;392;554;823;348;475
2020;Noviembre;19. Vicálvaro;5.438;2.288;3.150;162;79;83;484;240;244;538;258;280;479;196;283;511;201;310;583;218;365;707;255;452;731;298;433;709;307;402;534;236;298
2020;Noviembre;20. San Blas-Canillejas;10.929;4.731;6.198;281;148;133;755;383;372;970;453;517;995;375;620;1.048;428;620;1.091;446;645;1.258;517;741;1.465;633;832;1.634;716;918;1.432;632;800
2020;Noviembre;21. Barajas;2.434;1.056;1.378;37;25;12;135;74;61;227;109;118;220;81;139;266;109;157;302;109;193;325;142;183;279;131;148;351;147;204;292;129;163
2020;Diciembre;Ciudad de Madrid;210.402;93.467;116.935;4.236;2.305;1.931;13.817;6.826;6.991;20.316;9.327;10.989;21.016;8.976;12.040;22.436;9.276;13.160;24.102;10.173;13.929;25.383;11.128;14.255;26.716;12.152;14.564;28.171;12.539;15.632;24.209;10.765;13.444
2020;Diciembre;01. Centro;10.227;5.369;4.858;91;51;40;364;177;187;1.032;486;546;1.250;630;620;1.252;637;615;1.283;676;607;1.346;723;623;1.281;751;530;1.244;659;585;1.084;579;505
2020;Diciembre;02. Arganzuela;8.367;3.784;4.583;85;43;42;455;223;232;793;370;423;869;390;479;982;438;544;978;426;552;982;452;530;1.005;442;563;1.180;523;657;1.038;477;561
2020;Diciembre;03. Retiro;4.875;2.159;2.716;48;25;23;196;92;104;509;245;264;505;243;262;514;217;297;540;225;315;555;229;326;651;305;346;717;306;411;640;272;368
2020;Diciembre;04. Salamanca;6.034;2.543;3.491;57;32;25;245;123;122;618;271;347;640;270;370;649;263;386;605;248;357;673;290;383;753;312;441;941;395;546;853;339;514
2020;Diciembre;05. Chamartín;5.808;2.524;3.284;59;38;21;227;123;104;514;249;265;542;242;300;613;225;388;610;242;368;708;316;392;784;341;443;948;395;553;803;353;450
2020;Diciembre;06. Tetuán;10.341;4.613;5.728;188;104;84;631;338;293;1.058;485;573;1.079;435;644;1.135;466;669;1.137;472;665;1.230;562;668;1.353;620;733;1.347;607;740;1.183;524;659
2020;Diciembre;07. Chamberí;5.984;2.632;3.352;51;22;29;285;142;143;687;335;352;709;329;380;663;269;394;646;269;377;690;307;383;685;285;400;866;385;481;702;289;413
2020;Diciembre;08. Fuencarral-El Pardo;10.978;4.733;6.245;165;107;58;564;283;281;977;447;530;1.058;466;592;1.132;442;690;1.451;582;869;1.455;638;817;1.392;607;785;1.471;623;848;1.313;538;775
2020;Diciembre;09. Moncloa-Aravaca;5.227;2.307;2.920;65;41;24;289;134;155;553;257;296;548;243;305;485;176;309;559;231;328;592;262;330;687;303;384;772;365;407;677;295;382
2020;Diciembre;10. Latina;16.703;7.536;9.167;337;186;151;1.160;584;576;1.542;695;847;1.606;708;898;1.790;739;1.051;1.930;858;1.072;2.048;896;1.152;2.223;1.054;1.169;2.173;972;1.201;1.894;844;1.050
2020;Diciembre;11. Carabanchel;20.481;9.104;11.377;469;247;222;1.586;742;844;2.022;901;1.121;1.981;873;1.108;2.260;915;1.345;2.482;1.071;1.411;2.573;1.111;1.462;2.570;1.179;1.391;2.475;1.122;1.353;2.063;943;1.120
2020;Diciembre;12. Usera;12.328;5.424;6.904;342;172;170;1.064;506;558;1.173;533;640;1.228;478;750;1.326;520;806;1.385;607;778;1.588;689;899;1.563;721;842;1.443;642;801;1.216;556;660
2020;Diciembre;13. Puente de Vallecas;22.125;10.119;12.006;572;314;258;1.824;899;925;2.246;1.026;1.220;2.279;963;1.316;2.329;990;1.339;2.505;1.089;1.416;2.413;1.134;1.279;2.671;1.247;1.424;2.905;1.339;1.566;2.381;1.118;1.263
2020;Diciembre;14. Moratalaz;6.113;2.702;3.411;152;79;73;447;224;223;597;283;314;513;225;288;583;260;323;595;228;367;725;312;413;784;361;423;899;395;504;818;335;483
2020;Diciembre;15. Ciudad Lineal;13.264;5.843;7.421;217;125;92;744;377;367;1.248;598;650;1.270;535;735;1.351;548;803;1.415;605;810;1.491;642;849;1.772;781;991;1.996;901;1.095;1.760;731;1.029
2020;Diciembre;16. Hortaleza;9.826;4.161;5.665;188;116;72;535;273;262;819;371;448;865;354;511;991;427;564;1.117;406;711;1.291;517;774;1.303;550;753;1.468;585;883;1.249;562;687
2020;Diciembre;17. Villaverde;14.037;6.052;7.985;397;201;196;1.174;565;609;1.391;614;777;1.404;518;886;1.504;586;918;1.692;711;981;1.596;659;937;1.762;785;977;1.692;757;935;1.425;656;769
2020;Diciembre;18. Villa de Vallecas;8.744;3.641;5.103;269;154;115;667;314;353;796;335;461;938;389;549;1.027;397;630;1.195;443;752;1.115;452;663;968;413;555;936;394;542;833;350;483
2020;Diciembre;19. Vicálvaro;5.514;2.340;3.174;170;82;88;491;241;250;520;253;267;501;207;294;521;205;316;600;235;365;714;263;451;752;309;443;698;302;396;547;243;304
2020;Diciembre;20. San Blas-Canillejas;11.006;4.810;6.196;276;141;135;741;393;348;1.001;463;538;1.020;395;625;1.060;443;617;1.074;437;637;1.278;537;741;1.471;651;820;1.651;723;928;1.434;627;807
2020;Diciembre;21. Barajas;2.420;1.071;1.349;38;25;13;128;73;55;220;110;110;211;83;128;269;113;156;303;112;191;320;137;183;286;135;151;349;149;200;296;134;162
2021;Enero;Ciudad de Madrid;214.100;95.308;118.792;3.979;2.202;1.777;13.730;6.793;6.937;21.037;9.696;11.341;21.541;9.239;12.302;22.833;9.436;13.397;24.603;10.451;14.152;25.978;11.393;14.585;27.149;12.343;14.806;28.649;12.798;15.851;24.601;10.957;13.644
2021;Enero;01. Centro;10.395;5.448;4.947;80;43;37;373;185;188;1.062;512;550;1.224;610;614;1.287;656;631;1.309;672;637;1.370;740;630;1.308;762;546;1.281;677;604;1.101;591;510
2021;Enero;02. Arganzuela;8.599;3.916;4.683;82;41;41;473;241;232;868;404;464;911;412;499;1.003;447;556;1.003;445;558;1.006;466;540;1.002;442;560;1.199;539;660;1.052;479;573
2021;Enero;03. Retiro;5.011;2.200;2.811;41;26;15;196;91;105;532;250;282;522;245;277;524;211;313;555;241;314;571;234;337;661;311;350;757;318;439;652;273;379
2021;Enero;04. Salamanca;6.065;2.545;3.520;61;35;26;239;120;119;614;269;345;641;265;376;664;274;390;611;251;360;680;292;388;765;312;453;933;394;539;857;333;524
2021;Enero;05. Chamartín;5.865;2.548;3.317;45;28;17;217;114;103;512;249;263;566;258;308;625;229;396;618;252;366;727;321;406;798;344;454;949;395;554;808;358;450
2021;Enero;06. Tetuán;10.499;4.663;5.836;191;104;87;626;329;297;1.084;487;597;1.090;442;648;1.169;471;698;1.172;496;676;1.242;576;666;1.361;616;745;1.373;613;760;1.191;529;662
2021;Enero;07. Chamberí;6.022;2.617;3.405;48;21;27;271;121;150;675;324;351;732;337;395;668;258;410;666;289;377;690;295;395;681;282;399;878;395;483;713;295;418
2021;Enero;08. Fuencarral-El Pardo;11.124;4.802;6.322;162;104;58;559;275;284;987;454;533;1.077;476;601;1.135;444;691;1.442;589;853;1.512;644;868;1.419;630;789;1.503;652;851;1.328;534;794
2021;Enero;09. Moncloa-Aravaca;5.278;2.329;2.949;58;35;23;272;132;140;574;271;303;544;241;303;497;188;309;554;224;330;608;262;346;718;316;402;767;355;412;686;305;381
2021;Enero;10. Latina;16.993;7.713;9.280;309;167;142;1.177;597;580;1.591;743;848;1.658;735;923;1.821;749;1.072;1.964;878;1.086;2.086;936;1.150;2.257;1.068;1.189;2.218;991;1.227;1.912;849;1.063
2021;Enero;11. Carabanchel;20.852;9.257;11.595;446;234;212;1.561;751;810;2.132;944;1.188;2.049;892;1.157;2.306;938;1.368;2.517;1.079;1.438;2.627;1.118;1.509;2.619;1.201;1.418;2.499;1.131;1.368;2.096;969;1.127
2021;Enero;12. Usera;12.652;5.576;7.076;327;170;157;1.050;502;548;1.217;563;654;1.301;521;780;1.362;528;834;1.442;631;811;1.631;709;922;1.607;721;886;1.474;664;810;1.241;567;674
2021;Enero;13. Puente de Vallecas;22.568;10.367;12.201;543;309;234;1.829;900;929;2.296;1.064;1.232;2.370;1.007;1.363;2.399;1.036;1.363;2.572;1.123;1.449;2.466;1.154;1.312;2.699;1.271;1.428;2.949;1.358;1.591;2.445;1.145;1.300
2021;Enero;14. Moratalaz;6.248;2.752;3.496;137;74;63;433;213;220;636;301;335;546;240;306;591;260;331;622;236;386;731;313;418;813;366;447;910;410;500;829;339;490
2021;Enero;15. Ciudad Lineal;13.602;6.027;7.575;201;119;82;744;375;369;1.320;623;697;1.298;568;730;1.352;555;797;1.474;636;838;1.554;676;878;1.815;807;1.008;2.030;907;1.123;1.814;761;1.053
2021;Enero;16. Hortaleza;9.915;4.204;5.711;177;115;62;498;264;234;845;389;456;867;354;513;982;407;575;1.145;423;722;1.318;520;798;1.311;559;752;1.504;601;903;1.268;572;696
2021;Enero;17. Villaverde;14.326;6.235;8.091;368;192;176;1.165;573;592;1.462;638;824;1.445;540;905;1.534;600;934;1.719;725;994;1.661;702;959;1.788;807;981;1.728;786;942;1.456;672;784
2021;Enero;18. Villa de Vallecas;8.819;3.691;5.128;252;143;109;650;311;339;804;329;475;949;395;554;1.043;411;632;1.202;444;758;1.146;477;669;982;418;564;941;401;540;850;362;488
2021;Enero;19. Vicálvaro;5.567;2.364;3.203;150;76;74;501;239;262;553;267;286;502;206;296;520;207;313;611;239;372;719;270;449;758;315;443;712;306;406;541;239;302
2021;Enero;20. San Blas-Canillejas;11.235;4.959;6.276;258;139;119;757;385;372;1.059;507;552;1.019;400;619;1.086;454;632;1.102;462;640;1.297;547;750;1.496;660;836;1.692;753;939;1.469;652;817
2021;Enero;21. Barajas;2.465;1.095;1.370;43;27;16;139;75;64;214;108;106;230;95;135;265;113;152;303;116;187;336;141;195;291;135;156;352;152;200;292;133;159
2021;Febrero;Ciudad de Madrid;217.294;96.648;120.646;4.196;2.351;1.845;14.351;7.059;7.292;21.417;9.833;11.584;21.858;9.423;12.435;23.151;9.577;13.574;24.692;10.459;14.233;26.248;11.473;14.775;27.385;12.409;14.976;29.006;12.959;16.047;24.990;11.105;13.885
2021;Febrero;01. Centro;10.562;5.571;4.991;85;47;38;404;200;204;1.041;499;542;1.258;639;619;1.320;682;638;1.329;698;631;1.390;759;631;1.304;757;547;1.322;706;616;1.109;584;525
2021;Febrero;02. Arganzuela;8.677;3.939;4.738;88;50;38;499;250;249;874;392;482;921;414;507;997;452;545;979;434;545;1.014;466;548;1.017;438;579;1.224;554;670;1.064;489;575
2021;Febrero;03. Retiro;5.025;2.228;2.797;41;24;17;220;100;120;525;248;277;502;247;255;549;238;311;534;231;303;580;238;342;651;301;350;757;320;437;666;281;385
2021;Febrero;04. Salamanca;6.150;2.612;3.538;60;35;25;240;119;121;627;273;354;656;288;368;666;277;389;616;259;357;689;294;395;775;321;454;953;400;553;868;346;522
2021;Febrero;05. Chamartín;5.929;2.581;3.348;53;33;20;228;112;116;518;243;275;561;258;303;632;247;385;607;251;356;730;321;409;799;345;454;973;406;567;828;365;463
2021;Febrero;06. Tetuán;10.669;4.715;5.954;205;116;89;651;334;317;1.093;484;609;1.141;461;680;1.164;464;700;1.200;515;685;1.228;565;663;1.383;612;771;1.397;626;771;1.207;538;669
2021;Febrero;07. Chamberí;6.101;2.653;3.448;50;22;28;288;131;157;694;346;348;725;335;390;666;262;404;657;278;379;702;305;397;693;278;415;892;391;501;734;305;429
2021;Febrero;08. Fuencarral-El Pardo;11.271;4.844;6.427;170;108;62;571;290;281;1.016;473;543;1.093;484;609;1.144;437;707;1.442;578;864;1.545;645;900;1.426;631;795;1.519;656;863;1.345;542;803
2021;Febrero;09. Moncloa-Aravaca;5.334;2.385;2.949;68;39;29;268;130;138;579;273;306;527;230;297;516;204;312;551;233;318;617;258;359;718;332;386;793;373;420;697;313;384
2021;Febrero;10. Latina;17.318;7.821;9.497;332;188;144;1.204;592;612;1.681;789;892;1.668;732;936;1.893;786;1.107;1.979;867;1.112;2.120;933;1.187;2.283;1.090;1.193;2.209;985;1.224;1.949;859;1.090
2021;Febrero;11. Carabanchel;21.218;9.462;11.756;453;242;211;1.632;797;835;2.144;952;1.192;2.072;904;1.168;2.322;930;1.392;2.531;1.098;1.433;2.707;1.176;1.531;2.668;1.218;1.450;2.546;1.154;1.392;2.143;991;1.152
2021;Febrero;12. Usera;12.912;5.678;7.234;350;179;171;1.091;520;571;1.257;574;683;1.328;537;791;1.351;530;821;1.487;643;844;1.651;712;939;1.636;736;900;1.498;669;829;1.263;578;685
2021;Febrero;13. Puente de Vallecas;22.878;10.457;12.421;554;310;244;1.910;941;969;2.369;1.067;1.302;2.421;1.044;1.377;2.423;1.050;1.373;2.576;1.103;1.473;2.471;1.157;1.314;2.724;1.278;1.446;2.958;1.349;1.609;2.472;1.158;1.314
2021;Febrero;14. Moratalaz;6.243;2.739;3.504;139;74;65;453;220;233;621;302;319;568;256;312;590;252;338;603;226;377;727;302;425;814;369;445;895;402;493;833;336;497
